name,flag,description,source,header,cfg,is_analysis
InstSimplifyLegacyPass,-instsimplify,Remove redundant instructions,lib/Transforms/Scalar/InstSimplifyPass.cpp,,False,False
InstructionCombiningPass,-instcombine,Combine redundant instructions,lib/Transforms/InstCombine/InstructionCombining.cpp,,False,False
InstructionNamerPass,-instnamer,Assign names to anonymous instructions,lib/Transforms/Utils/InstructionNamer.cpp,,False,False
JumpThreadingPass,-jump-threading,Jump Threading,lib/Transforms/Scalar/JumpThreading.cpp,,False,False
LCSSAPass,-lcssa,Loop-Closed SSA Form Pass,lib/Transforms/Utils/LCSSA.cpp,,False,False
LICMPass,-licm,Loop Invariant Code Motion,lib/Transforms/Scalar/LICM.cpp,,False,False
LibCallsShrinkWrapPass,-libcalls-shrinkwrap,Conditionally eliminate dead library calls,lib/Transforms/Utils/LibCallsShrinkWrap.cpp,,False,False
LoadStoreVectorizerPass,-load-store-vectorizer,Vectorize load and Store instructions,lib/Transforms/Vectorize/LoadStoreVectorizer.cpp,,False,False
LoopDataPrefetchPass,-loop-data-prefetch,Loop Data Prefetch,lib/Transforms/Scalar/LoopDataPrefetch.cpp,,False,False
LoopDeletionPass,-loop-deletion,Delete dead loops,lib/Transforms/Scalar/LoopDeletion.cpp,,False,False
LoopDistributePass,-loop-distribute,Loop Distribution,lib/Transforms/Scalar/LoopDistribute.cpp,,False,False
LoopExtractorLegacyPass,-loop-extract,Extract loops into new functions,lib/Transforms/IPO/LoopExtractor.cpp,,False,False
LoopFlattenLegacyPass,-loop-flatten,Flattens loops,lib/Transforms/Scalar/LoopFlatten.cpp,,False,False
LoopFusePass,-loop-fusion,Loop Fusion,lib/Transforms/Scalar/LoopFuse.cpp,,False,False
LoopGuardWideningPass,-loop-guard-widening,"Widen guards (within a single loop, as a loop pass)",lib/Transforms/Scalar/GuardWidening.cpp,,False,False
LoopIdiomPass,-loop-idiom,Recognize loop idioms,lib/Transforms/Scalar/LoopIdiomRecognize.cpp,,False,False
LoopInstSimplifyPass,-loop-instsimplify,Simplify instructions in loops,lib/Transforms/Scalar/LoopInstSimplify.cpp,,False,False
LoopInterchangeLegacyPass,-loop-interchange,Interchanges loops for cache reuse,lib/Transforms/Scalar/LoopInterchange.cpp,,False,False
LoopLoadEliminationPass,-loop-load-elim,Loop Load Elimination,lib/Transforms/Scalar/LoopLoadElimination.cpp,,False,False
LoopPredicationPass,-loop-predication,Loop predication,lib/Transforms/Scalar/LoopPredication.cpp,,False,False
LoopRerollLegacyPass,-loop-reroll,Reroll loops,lib/Transforms/Scalar/LoopRerollPass.cpp,,False,False
LoopRotatePass,-loop-rotate,Rotate Loops,lib/Transforms/Scalar/LoopRotation.cpp,,False,False
LoopSimplifyCFGPass,-loop-simplifycfg,Simplify loop CFG,lib/Transforms/Scalar/LoopSimplifyCFG.cpp,,False,False
LoopSimplifyPass,-loop-simplify,Canonicalize natural loops,lib/Transforms/Utils/LoopSimplify.cpp,,False,False
LoopSinkPass,-loop-sink,Loop Sink,lib/Transforms/Scalar/LoopSink.cpp,,False,False
LoopStrengthReducePass,-loop-reduce,Loop Strength Reduction,lib/Transforms/Scalar/LoopStrengthReduce.cpp,,False,False
LoopUnrollAndJamPass,-loop-unroll-and-jam,Unroll and Jam loops,lib/Transforms/Scalar/LoopUnrollAndJamPass.cpp,,False,False
LoopUnrollPass,-loop-unroll,Unroll loops,lib/Transforms/Scalar/LoopUnrollPass.cpp,,False,False
LoopVectorizePass,-loop-vectorize,Loop Vectorization,lib/Transforms/Vectorize/LoopVectorize.cpp,,False,False
LoopVersioningLICMLegacyPass,-loop-versioning-licm,Loop Versioning For LICM,lib/Transforms/Scalar/LoopVersioningLICM.cpp,,False,False
LoopVersioningLegacyPass,-loop-versioning,Loop Versioning,lib/Transforms/Utils/LoopVersioning.cpp,,False,False
LowerAtomicPass,-loweratomic,Lower atomic intrinsics to non-atomic form,lib/Transforms/Scalar/LowerAtomicPass.cpp,,False,False
LowerConstantIntrinsicsPass,-lower-constant-intrinsics,Lower constant intrinsics,lib/Transforms/Scalar/LowerConstantIntrinsics.cpp,,False,False
LowerExpectIntrinsicPass,-lower-expect,Lower 'expect' Intrinsics,lib/Transforms/Scalar/LowerExpectIntrinsic.cpp,,False,False
LowerGlobalDtorsLegacyPass,-lower-global-dtors,Lower @llvm.global_dtors via `__cxa_atexit`,lib/Transforms/Utils/LowerGlobalDtors.cpp,,False,False
LowerGuardIntrinsicPass,-lower-guard-intrinsic,Lower the guard intrinsic to normal control flow,lib/Transforms/Scalar/LowerGuardIntrinsic.cpp,,False,False
LowerInvokePass,-lowerinvoke,"Lower invoke and unwind, for unwindless code generators",lib/Transforms/Utils/LowerInvoke.cpp,,False,False
LowerMatrixIntrinsicsMinimalLegacyPass,-lower-matrix-intrinsics-minimal,Lower the matrix intrinsics (minimal),lib/Transforms/Scalar/LowerMatrixIntrinsics.cpp,,False,False
LowerMatrixIntrinsicsPass,-lower-matrix-intrinsics,Lower the matrix intrinsics,lib/Transforms/Scalar/LowerMatrixIntrinsics.cpp,,False,False
LowerSwitchLegacyPass,-lowerswitch,Lower SwitchInst's to branches,lib/Transforms/Utils/LowerSwitch.cpp,,False,False
LowerWidenableConditionPass,-lower-widenable-condition,Lower the widenable condition to default true value,lib/Transforms/Scalar/LowerWidenableCondition.cpp,,False,False
MemCpyOptPass,-memcpyopt,MemCpy Optimization,lib/Transforms/Scalar/MemCpyOptimizer.cpp,,False,False
MergeFunctionsPass,-mergefunc,Merge Functions,lib/Transforms/IPO/MergeFunctions.cpp,,False,False
MergeICmpsLegacyPass,-mergeicmps,Merge contiguous icmps into a memcmp,lib/Transforms/Scalar/MergeICmps.cpp,,False,False
MergedLoadStoreMotionPass,-mldst-motion,MergedLoadStoreMotion,lib/Transforms/Scalar/MergedLoadStoreMotion.cpp,,False,False
NaryReassociatePass,-nary-reassociate,Nary reassociation,lib/Transforms/Scalar/NaryReassociate.cpp,,False,False
NewGVNPass,-newgvn,Global Value Numbering,lib/Transforms/Scalar/NewGVN.cpp,,False,False
ObjCARCContractLegacyPass,-objc-arc-contract,ObjC ARC contraction,lib/Transforms/ObjCARC/ObjCARCContract.cpp,,False,False
PartialInliningPass,-partial-inliner,Partial Inliner,lib/Transforms/IPO/PartialInlining.cpp,,False,False
PartiallyInlineLibCallsPass,-partially-inline-libcalls,Partially inline calls to library functions,lib/Transforms/Scalar/PartiallyInlineLibCalls.cpp,,False,False
PostOrderFunctionAttrsLegacyPass,-function-attrs,Deduce function attributes,lib/Transforms/IPO/FunctionAttrs.cpp,,False,False
PromoteMemoryToRegisterPass,-mem2reg,"Promote Memory to "" ""Register",lib/Transforms/Utils/Mem2Reg.cpp,,False,False
ReassociatePass,-reassociate,Reassociate expressions,lib/Transforms/Scalar/Reassociate.cpp,,False,False
RedundantDbgInstEliminationPass,-redundant-dbg-inst-elim,Redundant Dbg Instruction Elimination,lib/Transforms/Scalar/DCE.cpp,,False,False
RegToMemLegacy,-reg2mem,Demote all values to stack slots,lib/Transforms/Scalar/Reg2Mem.cpp,,False,False
ReversePostOrderFunctionAttrsPass,-rpo-function-attrs,Deduce function attributes in RPO,lib/Transforms/IPO/FunctionAttrs.cpp,,False,False
RewriteStatepointsForGCLegacyPass,-rewrite-statepoints-for-gc,Make relocations explicit at statepoints,lib/Transforms/Scalar/RewriteStatepointsForGC.cpp,,False,False
SCCPPass,-sccp,Sparse Conditional Constant Propagation,lib/Transforms/Scalar/SCCP.cpp,,False,False
SLPVectorizerPass,-slp-vectorizer,SLP Vectorizer,lib/Transforms/Vectorize/SLPVectorizer.cpp,,False,False
SROAPass,-sroa,Scalar Replacement Of Aggregates,lib/Transforms/Scalar/SROA.cpp,,False,False
ScalarizeMaskedMemIntrinLegacyPass,-scalarize-masked-mem-intrin,Scalarize unsupported masked memory intrinsics,lib/Transforms/Scalar/ScalarizeMaskedMemIntrin.cpp,,False,False
ScalarizerPass,-scalarizer,Scalarize vector operations,lib/Transforms/Scalar/Scalarizer.cpp,,False,False
SeparateConstOffsetFromGEPLegacyPass,-separate-const-offset-from-gep,Split GEPs to a variadic base and a constant offset for better CSE,lib/Transforms/Scalar/SeparateConstOffsetFromGEP.cpp,,False,False
SimpleLoopUnswitchLegacyPass,-simple-loop-unswitch,Simple unswitch loops,lib/Transforms/Scalar/SimpleLoopUnswitch.cpp,,False,False
SinkingPass,-sink,Code sinking,lib/Transforms/Scalar/Sink.cpp,,False,False
SpeculativeExecutionPass,-speculative-execution,Speculatively execute instructions,lib/Transforms/Scalar/SpeculativeExecution.cpp,,False,False
StraightLineStrengthReduceLegacyPass,-slsr,Straight line strength reduction,lib/Transforms/Scalar/StraightLineStrengthReduce.cpp,,False,False
StripDeadPrototypesPass,-strip-dead-prototypes,Strip Unused Function Prototypes,lib/Transforms/IPO/StripDeadPrototypes.cpp,,False,False
StripDebugDeclarePass,-strip-debug-declare,Strip all llvm.dbg.declare intrinsics,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripGCRelocatesLegacy,-strip-gc-relocates,Strip gc.relocates inserted through RewriteStatepointsForGC,lib/Transforms/Utils/StripGCRelocates.cpp,,True,False
StripNonDebugSymbolsPass,-strip-nondebug,"Strip all symbols, except dbg symbols, from a module",lib/Transforms/IPO/StripSymbols.cpp,,False,False
StripNonLineTableDebugLegacyPass,-strip-nonlinetable-debuginfo,Strip all debug info except linetables,lib/Transforms/Utils/StripNonLineTableDebugInfo.cpp,,False,False
StripSymbolsPass,-strip,Strip all symbols from a module,lib/Transforms/IPO/StripSymbols.cpp,,False,False
StructurizeCFGLegacyPass,-structurizecfg,Structurize the CFG,lib/Transforms/Scalar/StructurizeCFG.cpp,,False,False
TLSVariableHoistLegacyPass,-tlshoist,TLS Variable Hoist,lib/Transforms/Scalar/TLSVariableHoist.cpp,,False,False
TailCallEliminationPass,-tailcallelim,Tail Call Elimination,lib/Transforms/Scalar/TailRecursionElimination.cpp,,False,False
UnifyFunctionExitNodesLegacyPass,-mergereturn,Unify function exit nodes,lib/Transforms/Utils/UnifyFunctionExitNodes.cpp,,False,False
UnifyLoopExitsLegacyPass,-unify-loop-exits,Fixup each natural loop to have a single exit block,lib/Transforms/Utils/UnifyLoopExits.cpp,,False,False
VectorCombineLegacyPass,-vector-combine,Optimize scalar/vector ops,lib/Transforms/Vectorize/VectorCombine.cpp,,False,False
